timestamp,device_id,department_id,kwh,source_type
2025-09-13 04:40:56,DEV_04,admin,0.924,sensor
2025-09-13 05:10:56,DEV_01,manufacturing,2.508,sensor
2025-09-13 05:10:56,DEV_02,manufacturing,2.427,sensor
2025-09-13 05:10:56,DEV_03,rnd,1.449,sensor
2025-09-13 05:10:56,DEV_04,admin,0.852,sensor
2025-09-13 05:40:56,DEV_01,manufacturing,2.718,sensor
2025-09-13 05:40:56,DEV_02,manufacturing,2.374,sensor
2025-09-13 05:40:56,DEV_03,rnd,1.465,sensor
2025-09-13 05:40:56,DEV_04,admin,0.939,sensor
2025-09-13 06:10:56,DEV_01,manufacturing,2.328,sensor
2025-09-13 06:10:56,DEV_02,manufacturing,2.392,sensor
2025-09-13 06:10:56,DEV_03,rnd,1.42,sensor
2025-09-13 06:10:56,DEV_04,admin,0.997,sensor
2025-09-13 06:40:56,DEV_01,manufacturing,2.375,sensor
2025-09-13 06:40:56,DEV_02,manufacturing,2.287,sensor
2025-09-13 06:40:56,DEV_03,rnd,1.437,sensor
2025-09-13 06:40:56,DEV_04,admin,0.866,sensor
2025-09-13 07:10:56,DEV_01,manufacturing,2.633,sensor
2025-09-13 07:10:56,DEV_02,manufacturing,2.573,sensor
2025-09-13 07:10:56,DEV_03,rnd,1.447,sensor
2025-09-13 07:10:56,DEV_04,admin,1.002,sensor
2025-09-13 07:40:56,DEV_01,manufacturing,2.44,sensor
2025-09-13 07:40:56,DEV_02,manufacturing,2.761,sensor
2025-09-13 07:40:56,DEV_03,rnd,1.493,sensor
2025-09-13 07:40:56,DEV_04,admin,0.904,sensor
2025-09-13 08:10:56,DEV_01,manufacturing,4.505,sensor
2025-09-13 08:10:56,DEV_02,manufacturing,3.963,sensor
2025-09-13 08:10:56,DEV_03,rnd,2.185,sensor
2025-09-13 08:10:56,DEV_04,admin,1.462,sensor
2025-09-13 08:40:56,DEV_01,manufacturing,4.564,sensor
2025-09-13 08:40:56,DEV_02,manufacturing,4.569,sensor
2025-09-13 08:40:56,DEV_03,rnd,2.329,sensor
2025-09-13 08:40:56,DEV_04,admin,1.618,sensor
2025-09-13 09:10:56,DEV_01,manufacturing,4.031,sensor
2025-09-13 09:10:56,DEV_02,manufacturing,3.929,sensor
2025-09-13 09:10:56,DEV_03,rnd,2.461,sensor
2025-09-13 09:10:56,DEV_04,admin,1.469,sensor
2025-09-13 09:40:56,DEV_01,manufacturing,4.275,sensor
2025-09-13 09:40:56,DEV_02,manufacturing,3.815,sensor
2025-09-13 09:40:56,DEV_03,rnd,2.124,sensor
2025-09-13 09:40:56,DEV_04,admin,1.534,sensor
2025-09-13 10:10:56,DEV_01,manufacturing,4.187,sensor
2025-09-13 10:10:56,DEV_02,manufacturing,3.998,sensor
2025-09-13 10:10:56,DEV_03,rnd,2.208,sensor
2025-09-13 10:10:56,DEV_04,admin,1.695,sensor
2025-09-13 10:40:56,DEV_01,manufacturing,4.513,sensor
2025-09-13 10:40:56,DEV_02,manufacturing,4.424,sensor
2025-09-13 10:40:56,DEV_03,rnd,2.095,sensor
2025-09-13 10:40:56,DEV_04,admin,1.603,sensor
2025-09-13 11:10:56,DEV_01,manufacturing,3.846,sensor
2025-09-13 11:10:56,DEV_02,manufacturing,4.503,sensor
2025-09-13 11:10:56,DEV_03,rnd,2.392,sensor
2025-09-13 11:10:56,DEV_04,admin,1.478,sensor
2025-09-13 11:40:56,DEV_01,manufacturing,4.451,sensor
2025-09-13 11:40:56,DEV_02,manufacturing,4.382,sensor
2025-09-13 11:40:56,DEV_03,rnd,2.139,sensor
2025-09-13 11:40:56,DEV_04,admin,1.719,sensor
2025-09-13 12:10:56,DEV_01,manufacturing,3.99,sensor
2025-09-13 12:10:56,DEV_02,manufacturing,3.826,sensor
2025-09-13 12:10:56,DEV_03,rnd,2.089,sensor
2025-09-13 12:10:56,DEV_04,admin,1.575,sensor
2025-09-13 12:40:56,DEV_01,manufacturing,4.404,sensor
2025-09-13 12:40:56,DEV_02,manufacturing,3.838,sensor
2025-09-13 12:40:56,DEV_03,rnd,2.183,sensor
2025-09-13 12:40:56,DEV_04,admin,1.465,sensor
2025-09-13 13:10:56,DEV_01,manufacturing,3.798,sensor
2025-09-13 13:10:56,DEV_02,manufacturing,4.583,sensor
2025-09-13 13:10:56,DEV_03,rnd,2.126,sensor
2025-09-13 13:10:56,DEV_04,admin,1.531,sensor
2025-09-13 13:40:56,DEV_01,manufacturing,3.966,sensor
2025-09-13 13:40:56,DEV_02,manufacturing,4.414,sensor
2025-09-13 13:40:56,DEV_03,rnd,2.219,sensor
2025-09-13 13:40:56,DEV_04,admin,1.673,sensor
2025-09-13 14:10:56,DEV_01,manufacturing,4.132,sensor
2025-09-13 14:10:56,DEV_02,manufacturing,4.556,sensor
2025-09-13 14:10:56,DEV_03,rnd,2.36,sensor
2025-09-13 14:10:56,DEV_04,admin,1.591,sensor
2025-09-13 14:40:56,DEV_01,manufacturing,3.982,sensor
2025-09-13 14:40:56,DEV_02,manufacturing,4.024,sensor
2025-09-13 14:40:56,DEV_03,rnd,2.343,sensor
2025-09-13 14:40:56,DEV_04,admin,1.539,sensor
2025-09-13 15:10:56,DEV_01,manufacturing,4.015,sensor
2025-09-13 15:10:56,DEV_02,manufacturing,3.929,sensor
2025-09-13 15:10:56,DEV_03,rnd,2.082,sensor
2025-09-13 15:10:56,DEV_04,admin,1.477,sensor
2025-09-13 15:40:56,DEV_01,manufacturing,4.086,sensor
2025-09-13 15:40:56,DEV_02,manufacturing,4.151,sensor
2025-09-13 15:40:56,DEV_03,rnd,2.246,sensor
2025-09-13 15:40:56,DEV_04,admin,1.531,sensor
2025-09-13 16:10:56,DEV_01,manufacturing,4.321,sensor
2025-09-13 16:10:56,DEV_02,manufacturing,4.095,sensor
2025-09-13 16:10:56,DEV_03,rnd,2.492,sensor
2025-09-13 16:10:56,DEV_04,admin,1.719,sensor
2025-09-13 16:40:56,DEV_01,manufacturing,3.988,sensor
2025-09-13 16:40:56,DEV_02,manufacturing,4.456,sensor
2025-09-13 16:40:56,DEV_03,rnd,2.078,sensor
2025-09-13 16:40:56,DEV_04,admin,1.499,sensor
2025-09-13 17:10:56,DEV_01,manufacturing,4.421,sensor
2025-09-13 17:10:56,DEV_02,manufacturing,4.03,sensor
2025-09-13 17:10:56,DEV_03,rnd,2.487,sensor
2025-09-13 17:10:56,DEV_04,admin,1.695,sensor
2025-09-13 17:40:56,DEV_01,manufacturing,4.551,sensor
2025-09-13 17:40:56,DEV_02,manufacturing,4.57,sensor
2025-09-13 17:40:56,DEV_03,rnd,2.386,sensor
2025-09-13 17:40:56,DEV_04,admin,1.691,sensor
2025-09-13 18:10:56,DEV_01,manufacturing,4.265,sensor
2025-09-13 18:10:56,DEV_02,manufacturing,4.099,sensor
2025-09-13 18:10:56,DEV_03,rnd,2.427,sensor
2025-09-13 18:10:56,DEV_04,admin,4.328,sensor
2025-09-13 18:40:56,DEV_01,manufacturing,4.056,sensor
2025-09-13 18:40:56,DEV_02,manufacturing,4.15,sensor
2025-09-13 18:40:56,DEV_03,rnd,2.074,sensor
2025-09-13 18:40:56,DEV_04,admin,1.58,sensor
2025-09-13 19:10:56,DEV_01,manufacturing,2.739,sensor
2025-09-13 19:10:56,DEV_02,manufacturing,2.273,sensor
2025-09-13 19:10:56,DEV_03,rnd,1.284,sensor
2025-09-13 19:10:56,DEV_04,admin,0.857,sensor
2025-09-13 19:40:56,DEV_01,manufacturing,2.57,sensor
2025-09-13 19:40:56,DEV_02,manufacturing,2.483,sensor
2025-09-13 19:40:56,DEV_03,rnd,1.445,sensor
2025-09-13 19:40:56,DEV_04,admin,0.954,sensor
2025-09-13 20:10:56,DEV_01,manufacturing,2.474,sensor
2025-09-13 20:10:56,DEV_02,manufacturing,2.654,sensor
2025-09-13 20:10:56,DEV_03,rnd,1.23,sensor
2025-09-13 20:10:56,DEV_04,admin,1.01,sensor
2025-09-13 20:40:56,DEV_01,manufacturing,2.448,sensor
2025-09-13 20:40:56,DEV_02,manufacturing,2.611,sensor
2025-09-13 20:40:56,DEV_03,rnd,1.391,sensor
2025-09-13 20:40:56,DEV_04,admin,0.927,sensor
2025-09-13 21:10:56,DEV_01,manufacturing,2.338,sensor
2025-09-13 21:10:56,DEV_02,manufacturing,2.473,sensor
2025-09-13 21:10:56,DEV_03,rnd,1.251,sensor
2025-09-13 21:10:56,DEV_04,admin,0.862,sensor
2025-09-13 21:40:56,DEV_01,manufacturing,2.406,sensor
2025-09-13 21:40:56,DEV_02,manufacturing,2.678,sensor
2025-09-13 21:40:56,DEV_03,rnd,1.37,sensor
2025-09-13 21:40:56,DEV_04,admin,0.89,sensor
2025-09-13 22:10:56,DEV_01,manufacturing,2.677,sensor
2025-09-13 22:10:56,DEV_02,manufacturing,2.495,sensor
2025-09-13 22:10:56,DEV_03,rnd,1.406,sensor
2025-09-13 22:10:56,DEV_04,admin,0.861,sensor
2025-09-13 22:40:56,DEV_01,manufacturing,2.771,sensor
2025-09-13 22:40:56,DEV_02,manufacturing,2.566,sensor
2025-09-13 22:40:56,DEV_03,rnd,1.35,sensor
2025-09-13 22:40:56,DEV_04,admin,0.876,sensor
2025-09-13 23:10:56,DEV_01,manufacturing,2.297,sensor
2025-09-13 23:10:56,DEV_02,manufacturing,2.383,sensor
2025-09-13 23:10:56,DEV_03,rnd,1.473,sensor
2025-09-13 23:10:56,DEV_04,admin,0.943,sensor
2025-09-13 23:40:56,DEV_01,manufacturing,2.438,sensor
2025-09-13 23:40:56,DEV_02,manufacturing,2.333,sensor
2025-09-13 23:40:56,DEV_03,rnd,1.421,sensor
2025-09-13 23:40:56,DEV_04,admin,0.885,sensor
2025-09-14 00:10:56,DEV_01,manufacturing,2.28,sensor
2025-09-14 00:10:56,DEV_02,manufacturing,2.67,sensor
2025-09-14 00:10:56,DEV_03,rnd,1.477,sensor
2025-09-14 00:10:56,DEV_04,admin,0.958,sensor
2025-09-14 00:40:56,DEV_01,manufacturing,2.626,sensor
2025-09-14 00:40:56,DEV_02,manufacturing,2.745,sensor
2025-09-14 00:40:56,DEV_03,rnd,1.397,sensor
2025-09-14 00:40:56,DEV_04,admin,0.92,sensor
2025-09-14 01:10:56,DEV_01,manufacturing,2.469,sensor
2025-09-14 01:10:56,DEV_02,manufacturing,2.71,sensor
2025-09-14 01:10:56,DEV_03,rnd,1.495,sensor
2025-09-14 01:10:56,DEV_04,admin,1.001,sensor
2025-09-14 01:40:56,DEV_01,manufacturing,2.447,sensor
2025-09-14 01:40:56,DEV_02,manufacturing,2.536,sensor
2025-09-14 01:40:56,DEV_03,rnd,1.421,sensor
2025-09-14 01:40:56,DEV_04,admin,0.952,sensor
2025-09-14 02:10:56,DEV_01,manufacturing,2.766,sensor
2025-09-14 02:10:56,DEV_02,manufacturing,2.299,sensor
2025-09-14 02:10:56,DEV_03,rnd,1.347,sensor
2025-09-14 02:10:56,DEV_04,admin,1.005,sensor
2025-09-14 02:40:56,DEV_01,manufacturing,2.476,sensor
2025-09-14 02:40:56,DEV_02,manufacturing,2.429,sensor
2025-09-14 02:40:56,DEV_03,rnd,1.262,sensor
2025-09-14 02:40:56,DEV_04,admin,0.881,sensor
2025-09-14 03:10:56,DEV_01,manufacturing,2.662,sensor
2025-09-14 03:10:56,DEV_02,manufacturing,2.754,sensor
2025-09-14 03:10:56,DEV_03,rnd,1.271,sensor
2025-09-14 03:10:56,DEV_04,admin,0.881,sensor
2025-09-14 03:40:56,DEV_01,manufacturing,2.716,sensor
2025-09-14 03:40:56,DEV_02,manufacturing,2.388,sensor
2025-09-14 03:40:56,DEV_03,rnd,1.498,sensor
2025-09-14 03:40:56,DEV_04,admin,1.035,sensor
2025-09-14 04:10:56,DEV_01,manufacturing,2.377,sensor
2025-09-14 04:10:56,DEV_02,manufacturing,2.433,sensor
2025-09-14 04:10:56,DEV_03,rnd,1.279,sensor
2025-09-14 04:10:56,DEV_04,admin,0.966,sensor
2025-09-14 04:40:56,DEV_01,manufacturing,2.408,sensor
2025-09-14 04:40:56,DEV_02,manufacturing,2.594,sensor
2025-09-14 04:40:56,DEV_03,rnd,1.318,sensor
2025-09-14 04:40:56,DEV_04,admin,1.038,sensor
2025-09-14 05:10:56,DEV_01,manufacturing,2.391,sensor
2025-09-14 05:10:56,DEV_02,manufacturing,2.641,sensor
2025-09-14 05:10:56,DEV_03,rnd,1.305,sensor
2025-09-14 05:10:56,DEV_04,admin,0.986,sensor
2025-09-14 05:40:56,DEV_01,manufacturing,2.509,sensor
2025-09-14 05:40:56,DEV_02,manufacturing,2.642,sensor
2025-09-14 05:40:56,DEV_03,rnd,1.444,sensor
2025-09-14 05:40:56,DEV_04,admin,1.024,sensor
2025-09-14 06:10:56,DEV_01,manufacturing,2.427,sensor
2025-09-14 06:10:56,DEV_02,manufacturing,2.741,sensor
2025-09-14 06:10:56,DEV_03,rnd,1.432,sensor
2025-09-14 06:10:56,DEV_04,admin,0.996,sensor
2025-09-14 06:40:56,DEV_01,manufacturing,2.522,sensor
2025-09-14 06:40:56,DEV_02,manufacturing,2.569,sensor
2025-09-14 06:40:56,DEV_03,rnd,1.385,sensor
2025-09-14 06:40:56,DEV_04,admin,0.955,sensor
2025-09-14 07:10:56,DEV_01,manufacturing,2.591,sensor
2025-09-14 07:10:56,DEV_02,manufacturing,2.724,sensor
2025-09-14 07:10:56,DEV_03,rnd,1.302,sensor
2025-09-14 07:10:56,DEV_04,admin,0.854,sensor
2025-09-14 07:40:56,DEV_01,manufacturing,2.736,sensor
2025-09-14 07:40:56,DEV_02,manufacturing,2.559,sensor
2025-09-14 07:40:56,DEV_03,rnd,1.314,sensor
2025-09-14 07:40:56,DEV_04,admin,0.985,sensor
2025-09-14 08:10:56,DEV_01,manufacturing,3.824,sensor
2025-09-14 08:10:56,DEV_02,manufacturing,4.189,sensor
2025-09-14 08:10:56,DEV_03,rnd,2.129,sensor
2025-09-14 08:10:56,DEV_04,admin,1.483,sensor
2025-09-14 08:40:56,DEV_01,manufacturing,3.91,sensor
2025-09-14 08:40:56,DEV_02,manufacturing,4.296,sensor
2025-09-14 08:40:56,DEV_03,rnd,2.195,sensor
2025-09-14 08:40:56,DEV_04,admin,1.601,sensor
2025-09-14 09:10:56,DEV_01,manufacturing,4.307,sensor
2025-09-14 09:10:56,DEV_02,manufacturing,4.232,sensor
2025-09-14 09:10:56,DEV_03,rnd,2.371,sensor
2025-09-14 09:10:56,DEV_04,admin,1.526,sensor
2025-09-14 09:40:56,DEV_01,manufacturing,4.139,sensor
2025-09-14 09:40:56,DEV_02,manufacturing,3.828,sensor
2025-09-14 09:40:56,DEV_03,rnd,2.497,sensor
2025-09-14 09:40:56,DEV_04,admin,1.662,sensor
2025-09-14 10:10:56,DEV_01,manufacturing,4.126,sensor
2025-09-14 10:10:56,DEV_02,manufacturing,3.948,sensor
2025-09-14 10:10:56,DEV_03,rnd,2.058,sensor
2025-09-14 10:10:56,DEV_04,admin,1.683,sensor
2025-09-14 10:40:56,DEV_01,manufacturing,4.45,sensor
2025-09-14 10:40:56,DEV_02,manufacturing,4.247,sensor
2025-09-14 10:40:56,DEV_03,rnd,2.134,sensor
2025-09-14 10:40:56,DEV_04,admin,1.472,sensor
2025-09-14 11:10:56,DEV_01,manufacturing,4.329,sensor
2025-09-14 11:10:56,DEV_02,manufacturing,4.414,sensor
2025-09-14 11:10:56,DEV_03,rnd,2.189,sensor
2025-09-14 11:10:56,DEV_04,admin,1.62,sensor
2025-09-14 11:40:56,DEV_01,manufacturing,4.242,sensor
2025-09-14 11:40:56,DEV_02,manufacturing,3.843,sensor
2025-09-14 11:40:56,DEV_03,rnd,2.487,sensor
2025-09-14 11:40:56,DEV_04,admin,1.449,sensor
2025-09-14 12:10:56,DEV_01,manufacturing,3.802,sensor
2025-09-14 12:10:56,DEV_02,manufacturing,4.399,sensor
2025-09-14 12:10:56,DEV_03,rnd,2.13,sensor
2025-09-14 12:10:56,DEV_04,admin,1.649,sensor
2025-09-14 12:40:56,DEV_01,manufacturing,4.218,sensor
2025-09-14 12:40:56,DEV_02,manufacturing,3.839,sensor
2025-09-14 12:40:56,DEV_03,rnd,2.072,sensor
2025-09-14 12:40:56,DEV_04,admin,1.512,sensor
2025-09-14 13:10:56,DEV_01,manufacturing,3.899,sensor
2025-09-14 13:10:56,DEV_02,manufacturing,4.487,sensor
2025-09-14 13:10:56,DEV_03,rnd,2.258,sensor
2025-09-14 13:10:56,DEV_04,admin,1.697,sensor
2025-09-14 13:40:56,DEV_01,manufacturing,4.55,sensor
2025-09-14 13:40:56,DEV_02,manufacturing,4.299,sensor
2025-09-14 13:40:56,DEV_03,rnd,2.323,sensor
2025-09-14 13:40:56,DEV_04,admin,1.674,sensor
2025-09-14 14:10:56,DEV_01,manufacturing,4.577,sensor
2025-09-14 14:10:56,DEV_02,manufacturing,3.982,sensor
2025-09-14 14:10:56,DEV_03,rnd,2.181,sensor
2025-09-14 14:10:56,DEV_04,admin,1.456,sensor
2025-09-14 14:40:56,DEV_01,manufacturing,4.342,sensor
2025-09-14 14:40:56,DEV_02,manufacturing,3.916,sensor
2025-09-14 14:40:56,DEV_03,rnd,2.296,sensor
2025-09-14 14:40:56,DEV_04,admin,1.658,sensor
2025-09-14 15:10:56,DEV_01,manufacturing,4.534,sensor
2025-09-14 15:10:56,DEV_02,manufacturing,3.851,sensor
2025-09-14 15:10:56,DEV_03,rnd,2.167,sensor
2025-09-14 15:10:56,DEV_04,admin,1.465,sensor
2025-09-14 15:40:56,DEV_01,manufacturing,3.863,sensor
2025-09-14 15:40:56,DEV_02,manufacturing,3.851,sensor
2025-09-14 15:40:56,DEV_03,rnd,2.144,sensor
2025-09-14 15:40:56,DEV_04,admin,1.57,sensor
2025-09-14 16:10:56,DEV_01,manufacturing,3.897,sensor
2025-09-14 16:10:56,DEV_02,manufacturing,4.549,sensor
2025-09-14 16:10:56,DEV_03,rnd,2.265,sensor
2025-09-14 16:10:56,DEV_04,admin,1.499,sensor
2025-09-14 16:40:56,DEV_01,manufacturing,3.802,sensor
2025-09-14 16:40:56,DEV_02,manufacturing,4.013,sensor
2025-09-14 16:40:56,DEV_03,rnd,2.236,sensor
2025-09-14 16:40:56,DEV_04,admin,1.591,sensor
2025-09-14 17:10:56,DEV_01,manufacturing,4.139,sensor
2025-09-14 17:10:56,DEV_02,manufacturing,4.262,sensor
2025-09-14 17:10:56,DEV_03,rnd,2.172,sensor
2025-09-14 17:10:56,DEV_04,admin,1.682,sensor
2025-09-14 17:40:56,DEV_01,manufacturing,4.012,sensor
2025-09-14 17:40:56,DEV_02,manufacturing,3.962,sensor
2025-09-14 17:40:56,DEV_03,rnd,2.124,sensor
2025-09-14 17:40:56,DEV_04,admin,1.694,sensor
2025-09-14 18:10:56,DEV_01,manufacturing,4.037,sensor
2025-09-14 18:10:56,DEV_02,manufacturing,3.967,sensor
2025-09-14 18:10:56,DEV_03,rnd,2.346,sensor
2025-09-14 18:10:56,DEV_04,admin,1.647,sensor
2025-09-14 18:40:56,DEV_01,manufacturing,4.374,sensor
2025-09-14 18:40:56,DEV_02,manufacturing,4.269,sensor
2025-09-14 18:40:56,DEV_03,rnd,2.245,sensor
2025-09-14 18:40:56,DEV_04,admin,1.421,sensor
2025-09-14 19:10:56,DEV_01,manufacturing,2.452,sensor
2025-09-14 19:10:56,DEV_02,manufacturing,2.643,sensor
2025-09-14 19:10:56,DEV_03,rnd,1.257,sensor
2025-09-14 19:10:56,DEV_04,admin,0.87,sensor
2025-09-14 19:40:56,DEV_01,manufacturing,2.281,sensor
2025-09-14 19:40:56,DEV_02,manufacturing,2.455,sensor
2025-09-14 19:40:56,DEV_03,rnd,1.235,sensor
2025-09-14 19:40:56,DEV_04,admin,1.011,sensor
2025-09-14 20:10:56,DEV_01,manufacturing,2.656,sensor
2025-09-14 20:10:56,DEV_02,manufacturing,2.291,sensor
2025-09-14 20:10:56,DEV_03,rnd,1.398,sensor
2025-09-14 20:10:56,DEV_04,admin,0.996,sensor
2025-09-14 20:40:56,DEV_01,manufacturing,2.375,sensor
2025-09-14 20:40:56,DEV_02,manufacturing,2.528,sensor
2025-09-14 20:40:56,DEV_03,rnd,1.336,sensor
2025-09-14 20:40:56,DEV_04,admin,0.872,sensor
2025-09-14 21:10:56,DEV_01,manufacturing,2.579,sensor
2025-09-14 21:10:56,DEV_02,manufacturing,2.465,sensor
2025-09-14 21:10:56,DEV_03,rnd,1.373,sensor
2025-09-14 21:10:56,DEV_04,admin,0.955,sensor
2025-09-14 21:40:56,DEV_01,manufacturing,2.564,sensor
2025-09-14 21:40:56,DEV_02,manufacturing,2.527,sensor
2025-09-14 21:40:56,DEV_03,rnd,1.422,sensor
2025-09-14 21:40:56,DEV_04,admin,0.878,sensor
2025-09-14 22:10:56,DEV_01,manufacturing,2.315,sensor
2025-09-14 22:10:56,DEV_02,manufacturing,2.676,sensor
2025-09-14 22:10:56,DEV_03,rnd,1.483,sensor
2025-09-14 22:10:56,DEV_04,admin,0.87,sensor
2025-09-14 22:40:56,DEV_01,manufacturing,2.532,sensor
2025-09-14 22:40:56,DEV_02,manufacturing,2.355,sensor
2025-09-14 22:40:56,DEV_03,rnd,1.306,sensor
2025-09-14 22:40:56,DEV_04,admin,0.875,sensor
2025-09-14 23:10:56,DEV_01,manufacturing,2.691,sensor
2025-09-14 23:10:56,DEV_02,manufacturing,2.673,sensor
2025-09-14 23:10:56,DEV_03,rnd,1.341,sensor
2025-09-14 23:10:56,DEV_04,admin,0.946,sensor
2025-09-14 23:40:56,DEV_01,manufacturing,2.438,sensor
2025-09-14 23:40:56,DEV_02,manufacturing,2.767,sensor
2025-09-14 23:40:56,DEV_03,rnd,1.474,sensor
2025-09-14 23:40:56,DEV_04,admin,0.986,sensor
2025-09-15 00:10:56,DEV_01,manufacturing,3.637,sensor
2025-09-15 00:10:56,DEV_02,manufacturing,3.954,sensor
2025-09-15 00:10:56,DEV_03,rnd,1.954,sensor
2025-09-15 00:10:56,DEV_04,admin,1.235,sensor
2025-09-15 00:40:56,DEV_01,manufacturing,3.54,sensor
2025-09-15 00:40:56,DEV_02,manufacturing,3.357,sensor
2025-09-15 00:40:56,DEV_03,rnd,2.081,sensor
2025-09-15 00:40:56,DEV_04,admin,1.346,sensor
2025-09-15 01:10:56,DEV_01,manufacturing,3.359,sensor
2025-09-15 01:10:56,DEV_02,manufacturing,3.328,sensor
2025-09-15 01:10:56,DEV_03,rnd,1.814,sensor
2025-09-15 01:10:56,DEV_04,admin,1.305,sensor
2025-09-15 01:40:56,DEV_01,manufacturing,3.461,sensor
2025-09-15 01:40:56,DEV_02,manufacturing,3.534,sensor
2025-09-15 01:40:56,DEV_03,rnd,2.022,sensor
